commit,subject,scope heuristic,patch check against 54c676ebf,file count,paths
e23632941331502c0330e51d407e667bea26ef57,Polish Huddle participant interactions (#6312),client,conflict or missing prerequisite,9,mobile/lib/features/channels/channel_detail_page.dart | mobile/lib/features/channels/channel_detail_page/huddle_call_avatar.dart | mobile/lib/features/channels/channel_detail_page/huddle_call_controls.dart | mobile/lib/features/channels/channel_detail_page/huddle_call_participants.dart | mobile/lib/features/channels/channel_detail_page/huddle_drawer.dart | mobile/lib/features/channels/channel_detail_page/huddle_participant_cluster.dart | mobile/lib/features/channels/channel_detail_page/huddle_participant_overlay.dart | mobile/lib/features/channels/channel_detail_page/huddle_sheet.dart | mobile/test/features/channels/channel_detail_page_test.dart
0720f5380ce8a6c050afac159f8462c06cd51ab5,Downgrade desktop Huddles to audio protocol v2 (#6610),client,conflict or missing prerequisite,3,desktop/src-tauri/src/huddle/playout.rs | desktop/src-tauri/src/huddle/relay_api.rs | desktop/src-tauri/src/huddle/wire.rs
2d280376ad36134cec1f23bead6d866d30bed147,"perf(desktop): persist channel heads, collapse thread reads and reply sends (#6572)",runtime/auth/data,conflict or missing prerequisite,32,crates/buzz-relay/src/api/bridge.rs | desktop/playwright.config.ts | desktop/src-tauri/src/app_state.rs | desktop/src-tauri/src/channel_head_cache.rs | desktop/src-tauri/src/commands/messages.rs | desktop/src-tauri/src/commands/messages/thread_ref.rs | desktop/src-tauri/src/commands/messages_tests.rs | desktop/src-tauri/src/lib.rs | desktop/src-tauri/src/shutdown.rs | desktop/src/app/App.tsx | desktop/src/app/useAppShellLifecycleEffects.ts | desktop/src/features/channels/ui/ChannelScreen.tsx | desktop/src/features/communities/useCommunities.tsx | desktop/src/features/communities/useCommunityInit.ts | desktop/src/features/messages/hooks.ts | desktop/src/features/messages/lib/channelHeadCache.test.mjs | desktop/src/features/messages/lib/channelHeadCache.ts | desktop/src/features/messages/lib/messageSnapshot.test.mjs | desktop/src/features/messages/lib/messageSnapshot.ts | desktop/src/features/messages/lib/projectChannelWindow.test.mjs | desktop/src/features/messages/lib/projectChannelWindow.ts | desktop/src/features/messages/lib/sendChannelBinding.test.mjs | desktop/src/features/messages/useThreadReplies.test.mjs | desktop/src/features/messages/useThreadReplies.ts | desktop/src/features/profile/hooks.ts | desktop/src/shared/api/tauriChannelHeadCache.ts | desktop/src/shared/api/tauriMessages.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/channel-head-restart.spec.ts | desktop/tests/e2e/relay-reconnect.spec.ts | desktop/tests/helpers/bridge.ts | docs/bridge-channel-window.md
17af15effac63e6bc5338448326ce52ba4426e5f,fix(desktop): keep member runtime status off the UI thread (#6445),client,applies,3,desktop/src-tauri/src/managed_agents/runtime_commands.rs | desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/tests/e2e/channels.spec.ts
72ba987c365abb98939153c4d43dde73257c1264,fix(desktop): stabilize members dialog scrolling (#6670),client,conflict or missing prerequisite,3,desktop/src/features/channels/ui/MembersSidebar.tsx | desktop/src/shared/styles/globals/utilities.css | desktop/tests/e2e/channels.spec.ts
2f13e30e88e84851e7ad336364dd3cfd547b8c16,fix(desktop): hide selection formatting tray on composer right-click (#6683),client,conflict or missing prerequisite,2,desktop/src/features/messages/ui/SelectionFormattingTray.tsx | desktop/tests/e2e/composer-selection-formatting.spec.ts
0e69b3fd7c44c09da62e2c4e89fdb4a26e666869,show mention counts in channel notifications (#6696),client,conflict or missing prerequisite,7,desktop/src/features/channels/useUnreadChannels.ts | desktop/src/features/sidebar/ui/SidebarSection.tsx | desktop/src/shared/styles/globals/markdown.css | desktop/src/shared/styles/globals/theme.css | desktop/tailwind.config.js | desktop/tests/e2e/badge.spec.ts | desktop/tests/e2e/mentions.spec.ts
26f4c3ed304db2c273f0bd4d2746aa9598f38366,feat(mobile): browse and join open channels (#6243),client,conflict or missing prerequisite,11,mobile/lib/features/channels/channel.dart | mobile/lib/features/channels/channel_directory.dart | mobile/lib/features/channels/channels_page.dart | mobile/lib/features/channels/channels_page/browse_channels_sheet.dart | mobile/lib/features/channels/channels_page/quick_actions.dart | mobile/lib/features/channels/channels_page/quick_actions_launcher.dart | mobile/lib/features/channels/channels_provider.dart | mobile/lib/features/search/search_page.dart | mobile/test/features/channels/channels_page_test.dart | mobile/test/features/channels/channels_provider_test.dart | mobile/test/features/search/search_page_test.dart
01091c15a15d6057d80463dfd828e6e1e4b60743,fix(mobile): recover stale and shuffled messages (#6691),client,applies,7,mobile/lib/features/channels/channel_event_order.dart | mobile/lib/features/channels/channel_messages_provider.dart | mobile/lib/features/channels/channel_window.dart | mobile/lib/features/channels/thread_replies_provider.dart | mobile/test/features/channels/channel_messages_provider_test.dart | mobile/test/features/channels/channel_window_test.dart | mobile/test/features/channels/thread_replies_provider_test.dart
db5617dd1541aeab7bacaf039b6ca98f856776d0,fix(desktop): emit singular `mention` feed category so alerts route correctly (#6665),client,conflict or missing prerequisite,7,desktop/src-tauri/src/commands/messages.rs | desktop/src-tauri/src/commands/messages_tests.rs | desktop/src-tauri/src/models.rs | desktop/src/features/notifications/lib/sound.test.mjs | desktop/src/features/notifications/lib/sound.ts | desktop/src/shared/api/tauri.ts | desktop/src/testing/e2eBridge.ts
9f55bf67456be10ff7c8238bf0d9e12e582848f6,fix(desktop): align jump-to-latest pill with composer height (#6606),client,conflict or missing prerequisite,2,desktop/src/features/messages/ui/MessageTimeline.tsx | desktop/tests/e2e/smoke.spec.ts
a0298539f7043cd0f2d961030e60cc0fd82970b1,Add mobile profile editing (#6583),build/release,conflict or missing prerequisite,71,mobile/ios/Podfile.lock | mobile/ios/Runner.xcodeproj/project.pbxproj | mobile/ios/Runner/AppDelegate.swift | mobile/ios/Runner/Info.plist | mobile/ios/Runner/JumpToLatestGlassButton.swift | mobile/ios/Runner/NativeProfileTextEditor.swift | mobile/ios/Runner/NativeSkinToneControl.swift | mobile/lib/app.dart | mobile/lib/features/activity/activity_page.dart | mobile/lib/features/channels/channel_details_page.dart | mobile/lib/features/channels/channels_page.dart | mobile/lib/features/invites/invite_create_page.dart | mobile/lib/features/profile/animated_avatar_capture.dart | mobile/lib/features/profile/animated_avatar_capture/capture_controls.dart | mobile/lib/features/profile/animated_avatar_capture/error_text.dart | mobile/lib/features/profile/animated_avatar_capture/frame_processing.dart | mobile/lib/features/profile/animated_avatar_capture/review_controls.dart | mobile/lib/features/profile/animated_avatar_orientation.dart | mobile/lib/features/profile/avatar_background_grid.dart | mobile/lib/features/profile/avatar_editor_option_button.dart | mobile/lib/features/profile/emoji_avatar_tile.dart | mobile/lib/features/profile/ios_profile_text_editor.dart | mobile/lib/features/profile/profile_avatar_crop_page.dart | mobile/lib/features/profile/profile_avatar_draft.dart | mobile/lib/features/profile/profile_avatar_editor.dart | mobile/lib/features/profile/profile_avatar_editor/emoji_avatar_picker.dart | mobile/lib/features/profile/profile_edit_page.dart | mobile/lib/features/profile/profile_provider.dart | mobile/lib/features/profile/profile_text_edit_sheet.dart | mobile/lib/features/profile/profile_text_editor.dart | mobile/lib/features/search/search_page.dart | mobile/lib/features/settings/accent_picker_page.dart | mobile/lib/features/settings/settings_page.dart | mobile/lib/features/settings/settings_page/connection_section.dart | mobile/lib/features/settings/theme_picker_page.dart | mobile/lib/shared/animated_avatar.dart | mobile/lib/shared/emoji/emoji_avatar.dart | mobile/lib/shared/emoji/native_emoji_glyph.dart | mobile/lib/shared/profile/user_cache_provider.dart | mobile/lib/shared/relay/media_upload.dart | mobile/lib/shared/relay/media_upload/platform_bindings.dart | mobile/lib/shared/relay/nostr_models.dart | mobile/lib/shared/widgets/app_list.dart | mobile/lib/shared/widgets/avatar_image.dart | mobile/lib/shared/widgets/buzz_sheet_header.dart | mobile/lib/shared/widgets/frosted_app_bar.dart | mobile/lib/shared/widgets/immediate_page_route.dart | mobile/lib/shared/widgets/ios_glass_navigation_action.dart | mobile/lib/shared/widgets/ios_native_segmented_control.dart | mobile/lib/shared/widgets/ios_native_skin_tone_control.dart | mobile/lib/shared/widgets/playing_avatar_image.dart | mobile/pubspec.lock | mobile/pubspec.yaml | mobile/test/features/activity/activity_page_test.dart | mobile/test/features/channels/channel_detail_page_test.dart | mobile/test/features/channels/channels_page_test.dart | mobile/test/features/profile/animated_avatar_capture_test.dart | mobile/test/features/profile/profile_avatar_draft_test.dart | mobile/test/features/profile/profile_edit_page_test.dart | mobile/test/features/profile/profile_edit_page_test/image_selection_tests.dart | mobile/test/features/profile/profile_edit_page_test/motion_and_accessibility_tests.dart | mobile/test/features/profile/profile_edit_retry_test.dart | mobile/test/features/profile/profile_provider_test.dart | mobile/test/features/profile/settings_profile_header_test.dart | mobile/test/features/search/search_page_test.dart | mobile/test/features/settings/connection_section_test.dart | mobile/test/features/settings/settings_page_test.dart | mobile/test/shared/animated_avatar_test.dart | mobile/test/shared/emoji/native_emoji_glyph_test.dart | mobile/test/shared/widgets/avatar_image_test.dart | mobile/test/shared/widgets/frosted_app_bar_test.dart
6eff84d1271eb1b90e07c5a0673343a76a0753fc,fix(mobile): join starter channels after accepting invite (#5915),client,conflict or missing prerequisite,15,mobile/lib/app.dart | mobile/lib/features/channels/channel_management_actions.dart | mobile/lib/features/channels/channels_provider.dart | mobile/lib/features/channels/deep_link_dispatcher.dart | mobile/lib/features/invites/invite_join_provider.dart | mobile/lib/features/invites/invite_join_sheet.dart | mobile/lib/main.dart | mobile/lib/shared/community/community.dart | mobile/test/features/channels/channel_management_provider_test.dart | mobile/test/features/channels/channels_provider_test.dart | mobile/test/features/channels/compose_bar_test.dart | mobile/test/features/channels/deep_link_dispatcher_test.dart | mobile/test/features/invites/invite_join_provider_test.dart | mobile/test/features/invites/invite_join_sheet_test.dart | mobile/test/shared/community/community_test.dart
4bf80978f52981f0035e6c0b86bdf1108bbf64c8,fix(messages): route edits to the owning composer (#6575),client,conflict or missing prerequisite,28,desktop/src/app/navigation/navigationGuard.test.mjs | desktop/src/app/navigation/navigationGuard.ts | desktop/src/app/navigation/useAppNavigation.ts | desktop/src/app/navigation/useBackForwardControls.ts | desktop/src/app/routes/WorkflowsRouteScreen.tsx | desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/channels/ui/ChannelPane.types.ts | desktop/src/features/channels/ui/ChannelScreen.tsx | desktop/src/features/channels/ui/FocusThreadDrawer.tsx | desktop/src/features/channels/ui/GuardedChannelPane.tsx | desktop/src/features/channels/ui/useChannelAgentSessions.ts | desktop/src/features/channels/ui/useChannelProfilePanel.ts | desktop/src/features/channels/ui/useChannelRouteTarget.ts | desktop/src/features/channels/ui/useChannelTargetReset.ts | desktop/src/features/channels/ui/useHuddleThreadIsolation.test.mjs | desktop/src/features/channels/ui/useHuddleThreadIsolation.ts | desktop/src/features/channels/ui/useNavigationGuard.ts | desktop/src/features/channels/useChannelPaneHandlers.ts | desktop/src/features/home/ui/InboxDetailPane.tsx | desktop/src/features/messages/hooks.ts | desktop/src/features/messages/lib/draftMentionRefs.test.mjs | desktop/src/features/messages/lib/draftMentionRefs.ts | desktop/src/features/messages/ui/MessageActionBar.tsx | desktop/src/features/messages/ui/MessageComposer.types.ts | desktop/src/shared/deep-link.test.mjs | desktop/src/shared/ui/markdown.tsx | desktop/src/shared/useMessageDeepLinks.ts | desktop/tests/e2e/messaging.spec.ts
f6e6617a9dcc2308d5039f8afaab974b49fb9577,"fix(desktop): bound thread /query and surface load errors, not false-empty (#6447)",client,conflict or missing prerequisite,22,desktop/playwright.config.ts | desktop/src-tauri/src/relay.rs | desktop/src-tauri/src/relay/tests.rs | desktop/src/features/channels/ui/ChannelPane.tsx | desktop/src/features/channels/ui/ChannelPane.types.ts | desktop/src/features/channels/ui/ChannelScreen.tsx | desktop/src/features/channels/ui/useHuddleChannelMessages.ts | desktop/src/features/messages/combineThreadRepliesResults.test.mjs | desktop/src/features/messages/lib/threadPanel.ts | desktop/src/features/messages/lib/threadReplyHighlight.test.mjs | desktop/src/features/messages/lib/threadReplyHighlight.ts | desktop/src/features/messages/lib/timelineSnapshot.test.mjs | desktop/src/features/messages/lib/timelineSnapshot.ts | desktop/src/features/messages/ui/MessageThreadPanel.tsx | desktop/src/features/messages/ui/MessageThreadReplyState.test.mjs | desktop/src/features/messages/ui/MessageThreadReplyState.tsx | desktop/src/features/messages/useThreadReplies.ts | desktop/src/features/projects/ui/ProjectConversationPanel.tsx | desktop/src/features/projects/ui/ProjectsAgentPromptPage.tsx | desktop/tests/e2e/huddle-thread-load-failure.spec.ts | desktop/tests/e2e/project-conversation-load-failure.spec.ts | desktop/tests/e2e/thread-load-failure.spec.ts
f79d346a178408661fcad85122364ac2ad7e9cb2,fix(composer): wrap Buzz chip labels without orphaning icons (#6581),client,conflict or missing prerequisite,10,desktop/src/features/messages/lib/composerMessageLinkNode.test.mjs | desktop/src/features/messages/lib/composerMessageLinkNode.ts | desktop/src/shared/styles/globals/composer.css | desktop/src/shared/styles/globals/markdown.css | desktop/src/shared/ui/markdown.test.mjs | desktop/src/shared/ui/markdown/BuzzLinkChip.tsx | desktop/src/shared/ui/markdown/useInlineTooltipPosition.test.mjs | desktop/src/shared/ui/markdown/useInlineTooltipPosition.ts | desktop/src/shared/ui/mentionChip.ts | desktop/tests/e2e/navigation.spec.ts
02dc49f0e60f75027e926e33a2d0021f7b4e0cd3,docs(security): route reports through private advisories (#6728),build/release,applies,4,.github/ISSUE_TEMPLATE/bug-report.md | .github/ISSUE_TEMPLATE/config.yml | CONTRIBUTING.md | SECURITY.md
69b1225923c9bd98784e86a6976bbc34a3dc8630,fix(ci): prevent poisoned Rust caches (#6618),build/release,conflict or missing prerequisite,6,.github/workflows/ci.yml | .github/workflows/mesh-lifecycle.yml | .github/workflows/release.yml | renovate.json | scripts/test-rust-cache-contract-regressions.sh | scripts/test-rust-cache-contract.sh
30d2fc52f96138311f2006627ffc1a6d5ff1865b,fix(desktop): restore icon-only remote marker (#6491),client,conflict or missing prerequisite,2,desktop/src/features/agents/ui/OtherSetupAgentMarker.tsx | desktop/tests/e2e/mentions.spec.ts
c5166f2164035ca96787daee6528d5dc04c4a02e,feat(desktop): simplify the message action rail (#6529),client,conflict or missing prerequisite,7,desktop/playwright.config.ts | desktop/src/features/messages/ui/MessageActionBar.tsx | desktop/tests/e2e/channel-activity-popover.spec.ts | desktop/tests/e2e/custom-emoji.spec.ts | desktop/tests/e2e/inbox-reactions.spec.ts | desktop/tests/e2e/message-copy-link.spec.ts | desktop/tests/e2e/reaction-order.spec.ts
e760c51820b2103d965c22b44254678e10fb689a,feat(workflows): discover trigger filter values (#6712),client,conflict or missing prerequisite,29,desktop/src-tauri/src/commands/messages.rs | desktop/src-tauri/src/commands/messages/event_batch.rs | desktop/src-tauri/src/lib.rs | desktop/src/features/workflows/ui/WorkflowAuthorPicker.tsx | desktop/src/features/workflows/ui/WorkflowCard.tsx | desktop/src/features/workflows/ui/WorkflowDialog.tsx | desktop/src/features/workflows/ui/WorkflowFormBuilder.tsx | desktop/src/features/workflows/ui/WorkflowMessagePicker.tsx | desktop/src/features/workflows/ui/WorkflowRichTriggerDescription.tsx | desktop/src/features/workflows/ui/WorkflowTriggerConditions.tsx | desktop/src/features/workflows/ui/WorkflowsView.tsx | desktop/src/features/workflows/ui/useWorkflowAuthorPresentation.ts | desktop/src/features/workflows/ui/useWorkflowListAuthorPresentations.test.mjs | desktop/src/features/workflows/ui/useWorkflowListAuthorPresentations.ts | desktop/src/features/workflows/ui/useWorkflowListMessagePresentations.test.mjs | desktop/src/features/workflows/ui/useWorkflowListMessagePresentations.ts | desktop/src/features/workflows/ui/useWorkflowTriggerPresentation.ts | desktop/src/features/workflows/ui/workflowAuthorCandidates.test.mjs | desktop/src/features/workflows/ui/workflowAuthorCandidates.ts | desktop/src/features/workflows/ui/workflowConditionExpression.ts | desktop/src/features/workflows/ui/workflowDefinition.ts | desktop/src/features/workflows/ui/workflowMessageCandidates.test.mjs | desktop/src/features/workflows/ui/workflowMessageCandidates.ts | desktop/src/features/workflows/ui/workflowTriggerDescription.test.mjs | desktop/src/features/workflows/ui/workflowTriggerDescription.ts | desktop/src/shared/api/tauri.ts | desktop/src/shared/api/tauriEvents.ts | desktop/src/testing/e2eBridge.ts | desktop/tests/e2e/workflow-local-controls.spec.ts
